StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ic,prolific_id,att_1,att_2,comp_1,comp_2,automation,firm_resp_1,human_resp_1,firm_liable_1,human_liable_1,reason,comp_3,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,ai_knowledge_1,workerID,hitID,assignmentId,label
10/21/25 13:02,10/21/25 13:06,IP Address,24.140.177.109,100,252,TRUE,10/21/25 13:06,R_5MuuCsWSiUq8bcD,,,,,40.8116,-81.4973,anonymous,EN,I agree,673a79d52880fa454ca618e2,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",4,60,90,60,90,I think they are equally liable. Both failed to do what was required to prevent the accident.,The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,White or European,-99,47,College Graduate (4 year),-99,40,,,,CoDrive
10/21/25 13:04,10/21/25 13:07,IP Address,174.216.243.145,100,182,TRUE,10/21/25 13:07,R_6HnXfYKp3EHwEry,,,,,40.8691,-73.9191,anonymous,EN,I agree,663a79dcbf6dbbd974909c42,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",4,56,52,54,53,Human distracted,The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,Black or African American,-99,27,Some College,-99,9,,,,CoDrive
10/21/25 13:03,10/21/25 13:07,IP Address,98.175.189.39,100,230,TRUE,10/21/25 13:07,R_3RqaO11hWaPmdtn,,,,,33.5988,-111.8795,anonymous,EN,I agree,642f6ac1b10ead55a45175ab,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,48,51,51,51,equal responsibility since both were not paying attention,The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,Prefer Not to Say,-99,62,College Graduate (4 year),-99,56,,,,CoDrive
10/21/25 13:03,10/21/25 13:07,IP Address,97.89.117.17,100,233,TRUE,10/21/25 13:07,R_385jqzQosntGECt,,,,,35.5991,-81.0305,anonymous,EN,I agree,5cbe00898f939c0017c0b9d8,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,60,70,80,60,The company is more liable since the Aeon system is supposed to prevent accidents.,The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,White or European,-99,59,Vocational/Technical School (2 year),-99,50,,,,AutoDrive
10/21/25 13:05,10/21/25 13:07,IP Address,173.79.6.146,100,128,TRUE,10/21/25 13:07,R_1t2IPn3rVELQte9,,,,,38.8463,-77.4667,anonymous,EN,I agree,5da8edc60f9c9c0017526948,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,20,80,20,80,I am unsure what promises Aeon has made and what occurred. Is auto drive for long highways only or every day activity.,The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,Asian,-99,36,College Graduate (4 year),-99,40,,,,AutoDrive
10/21/25 13:04,10/21/25 13:07,IP Address,172.56.93.184,100,212,TRUE,10/21/25 13:07,R_1fk0UIuVDx6Nesz,,,,,29.4698,-98.5357,anonymous,EN,I agree,6501f7c274092e1270832a17,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",4,91,41,95,62,"the companies AI failed to notice the Stop sign when it should have, and the driver should have been paying more attention to what the car was doing",The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,Hispanic or Latino,-99,50,Some College,-99,70,,,,CoDrive
10/21/25 13:04,10/21/25 13:07,IP Address,97.204.242.14,100,230,TRUE,10/21/25 13:07,R_7f1gtxQijDXpJBk,,,,,40.6265,-80.0559,anonymous,EN,I agree,55acf681fdf99b3d5b2ab68c,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",3,4,100,10,100,The human driver is more liable because they weren't playing attention. The human should always pay attention while they are in the car so they can take over when needed.,The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,White or European,-99,41,Some College,-99,30,,,,CoDrive
10/21/25 13:03,10/21/25 13:08,IP Address,38.27.138.154,100,266,TRUE,10/21/25 13:08,R_6dojDwrtE4xKNRX,,,,,41.4115,-75.6694,anonymous,EN,I agree,67f972620fdbfde234aa54ef,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,50,50,50,50,I think they are equally liable. Both the human and the machine were supposed to be be monitoring the driving environment. ,The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,White or European,-99,55,Masters Degree (MS),-99,62,,,,AutoDrive
10/21/25 13:03,10/21/25 13:08,IP Address,141.239.167.254,100,289,TRUE,10/21/25 13:08,R_31g6wSNxM6BXpMg,,,,,21.3195,-157.8525,anonymous,EN,I agree,663a94c4f1f80e7c9c8a2d19,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,33,82,35,84,The driver should still stay alert. ,The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,White or European,-99,32,Masters Degree (MS),-99,50,,,,CoDrive
10/21/25 13:04,10/21/25 13:08,IP Address,100.15.225.189,100,213,TRUE,10/21/25 13:08,R_3qDIPocjBxPXwFE,,,,,38.8218,-77.0531,anonymous,EN,I agree,663140c398e19ff9b77d4663,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",6,80,60,88,63,I think its mostly Aeon because they are the company behind it. But it is shared blame. ,The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,Asian,-99,34,Masters Degree (MS),-99,32,,,,AutoDrive
10/21/25 13:03,10/21/25 13:08,IP Address,174.250.59.162,100,306,TRUE,10/21/25 13:08,R_5fIDtbvb2iO8Rb5,,,,,38.9091,-77.0203,anonymous,EN,I agree,66b2c5af02db82fc0cc8b4ee,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,66,81,64,81,I think the human driver is more liable because they did not attempt to intervene due to distraction. It is their responsibility to operate the car even if on auto drive.,The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,White or European,-99,29,Masters Degree (MS),-99,59,,,,AutoDrive
10/21/25 13:03,10/21/25 13:08,IP Address,172.221.220.211,100,320,TRUE,10/21/25 13:08,R_71XF7UoAduvPDlK,,,,,38.7669,-93.7291,anonymous,EN,I agree,6115b2963198eca231d6eb2b,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,100,81,90,65,The company is responsible for an AI that can't even recognize a stop sign. But the human drivers should have known better that to trust that self driving cars can do anything right. ,The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,White or European,-99,36,Some College,-99,30,,,,AutoDrive
10/21/25 13:03,10/21/25 13:08,IP Address,73.111.111.172,100,290,TRUE,10/21/25 13:08,R_5hhmzjRDUHqCEB5,,,,,41.7697,-87.6985,anonymous,EN,I agree,6310bf2d4897ec60e9079b63,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",4,71,57,75,36,"when the human driver turns on AutoDrive, it is expected that the Aeon's technology takes charge. I think the company is more liable for the accident since AutoDrive was on and it didn't perform as well as expected",The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,Asian,-99,22,College Graduate (4 year),-99,74,,,,AutoDrive
10/21/25 13:03,10/21/25 13:08,IP Address,47.197.180.50,100,278,TRUE,10/21/25 13:08,R_7WTmRfc2lzijQGX,,,,,27.8957,-81.8118,anonymous,EN,I agree,66d0fcc7d876b7526cc0fa1c,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",4,75,60,75,41,I think both are at fault since the man should at least pay some attention to the road and the car and company is at fault for allowing a problem to occur in the first place,The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,Hispanic or Latino,-99,52,High School or Equivalent,-99,70,,,,AutoDrive
10/21/25 13:05,10/21/25 13:08,IP Address,35.33.228.89,100,213,TRUE,10/21/25 13:08,R_7524mWvb1fwvaXT,,,,,40.7126,-74.0066,anonymous,EN,I agree,639611cf1d89fe7abe73b6f9,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",3,36,89,39,92,The driver should always pay attention while driving,The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,White or European,-99,57,Some College,-99,55,,,,CoDrive
10/21/25 13:04,10/21/25 13:08,IP Address,128.138.185.149,100,255,TRUE,10/21/25 13:08,R_62uaFfLCHt0J5zn,,,,,39.997,-105.0974,anonymous,EN,I agree,6658cebf20f33b713aa25b24,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,30,60,65,70,"I think they both are, people shouldn't rely entirely on AI for tasks like driving that could harm others, but the AI should be reliable in basic situations. ",The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,White or European,-99,31,College Graduate (4 year),-99,60,,,,CoDrive
10/21/25 13:05,10/21/25 13:08,IP Address,75.170.87.111,100,225,TRUE,10/21/25 13:08,R_6eQOvF39qMIC0VP,,,,,36.5246,-76.1783,anonymous,EN,I agree,67a7caa0cc766deedab56067,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",6,100,12,100,0,This is a self driving car. so whoever developed this system should be responsible for accidents (company),The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,White or European,-99,64,Masters Degree (MS),-99,19,,,,AutoDrive
10/21/25 13:05,10/21/25 13:08,IP Address,140.228.138.10,100,176,TRUE,10/21/25 13:08,R_74GZ4oqRI5xFmbT,,,,,40.7128,-99.0783,anonymous,EN,I agree,667746ecd51176477fc56d12,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,31,71,50,50,The human should have been double-checking the AI. ,The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,White or European,-99,48,"Professional Degree (MD, JD, etc.)",-99,37,,,,AutoDrive
10/21/25 13:04,10/21/25 13:08,IP Address,75.111.12.118,100,296,TRUE,10/21/25 13:08,R_3A0eBYf2S9eW5op,,,,,40.7586,-124.1631,anonymous,EN,I agree,5a937cb0dbdb470001ee923b,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",6,100,100,100,100,"Ultimately, the human driver is at fault, whether the car drives on its own or not. I made every slider 100% because all parties are guilty in this situation, but the human needs to be aware of what the car is doing at all times.",The ${e://Field/label} system was 'switched off' at the time of the accident,Female,-99,Mixed,-99,50,College Graduate (4 year),-99,40,,,,AutoDrive
10/21/25 13:04,10/21/25 13:09,IP Address,172.59.58.6,100,253,TRUE,10/21/25 13:09,R_5lLAxfIJFoIcVS3,,,,,21.3266,-157.8621,anonymous,EN,I agree,62f6e81d42e7c4dea045f2fc,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,60,80,60,81,"I think the share responsibility. The company should have had safeguards that would have detected it, but at the same time, the driver didn’t seen it as well.",The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,Mixed,-99,32,High School or Equivalent,-99,60,,,,AutoDrive
10/21/25 13:06,10/21/25 13:09,IP Address,104.177.72.27,100,205,TRUE,10/21/25 13:09,R_7DG625AkRX0PBmc,,,,,34.2337,-118.2536,anonymous,EN,I agree,65fcdebb4bb107ea35f4ab42,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,93,68,95,68,"I think that no matter who is in control, that the driver should still be aware of the surroundings on the road but I think because the company's codrive failed to meet the requirements that it should be able to provide, the company is most responsible for the accident.",The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,Hispanic or Latino,-99,27,College Graduate (4 year),-99,84,,,,CoDrive
10/21/25 13:03,10/21/25 13:09,IP Address,67.187.189.139,100,381,TRUE,10/21/25 13:09,R_7k7F7alHnLR6Dsd,,,,,38.4272,-121.442,anonymous,EN,I agree,66465704f0921cfc20ba6e57,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",4,66,85,62,85,"I think that they are both reliable, but mostly the human driver is responsible. ",The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,Asian,-99,35,Some College,-99,55,,,,AutoDrive
10/21/25 13:06,10/21/25 13:09,IP Address,73.220.82.254,100,208,TRUE,10/21/25 13:09,R_6fiSmQIeiECQNwJ,,,,,36.8424,-119.6564,anonymous,EN,I agree,672c458ac79d8349d7c2a339,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",4,60,81,68,90,I think they are equally liable. The human driver should have been alert regardless of the trust in the automotive system. ,The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,Hispanic or Latino,-99,31,Some College,-99,75,,,,AutoDrive
10/21/25 13:05,10/21/25 13:09,IP Address,174.206.32.73,100,243,TRUE,10/21/25 13:09,R_6Kf3VSN2qVS9ROd,,,,,37.2759,-79.8839,anonymous,EN,I agree,651f0d6c26e75447ae818a36,Paul,Neither Agree nor Disagree,The number of typical daily tasks controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",3,19,91,9,88,"No matter what, the driver always needs to assume that there may be a machine malfunction. The responsibility will always belong to the driver.",The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,White or European,-99,44,College Graduate (4 year),-99,61,,,,CoDrive
10/21/25 13:04,10/21/25 13:09,IP Address,12.6.105.210,100,330,TRUE,10/21/25 13:09,R_1mQJiryOxTP6EQE,,,,,29.8627,-95.5846,anonymous,EN,I agree,6296295f57c07906c9052955,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,65,70,70,70,"I think both are responsible, or at least would end up responsible. The human should ultimately be paying attention, but if the car gives people all the reason to believe it will be in control, it could be problematic when it comes to liability",The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,White or European,-99,39,College Graduate (4 year),-99,10,,,,AutoDrive
10/21/25 13:04,10/21/25 13:09,IP Address,76.125.148.177,100,301,TRUE,10/21/25 13:09,R_6PmXrMKlCqIU0mU,,,,,40.064,-80.7209,anonymous,EN,I agree,6724260700cede758eb0c062,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",4,50,50,50,50,I feel both are equally responsible and both should pay for the damages because both were at fault.,The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,White or European,-99,49,High School or Equivalent,-99,100,,,,CoDrive
10/21/25 13:04,10/21/25 13:09,IP Address,24.168.81.17,100,331,TRUE,10/21/25 13:09,R_72R3ex0CaU1wpmS,,,,,40.7428,-73.9712,anonymous,EN,I agree,60ceeec3a0bed4a1e603b8d7,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",4,39,69,50,63,I think the human driver shouldn't have been using a phone while driving in the 1st place.,The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,Asian,-99,35,College Graduate (4 year),-99,71,,,,AutoDrive
10/21/25 13:05,10/21/25 13:09,IP Address,76.185.168.205,100,264,TRUE,10/21/25 13:09,R_7eQEnNCyapB3LCD,,,,,29.4401,-98.4546,anonymous,EN,I agree,670ff2e18c2f93beac6a6a72,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",4,68,62,70,54,I think the fault lies on the company because the human driver gave trust to the company expecting it work. ,The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,Hispanic or Latino,-99,33,High School or Equivalent,-99,84,,,,AutoDrive
10/21/25 13:07,10/21/25 13:09,IP Address,132.147.144.111,100,157,TRUE,10/21/25 13:09,R_5fDSxmR8YsqbgeB,,,,,32.8476,-97.857,anonymous,EN,I agree,617323e630f3fa36361cb35b,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,0,100,0,100,The human driver turned the auto drive off so the human is responsible for the accident.,The ${e://Field/label} system was 'switched off' at the time of the accident,Female,-99,White or European,-99,55,Some College,-99,50,,,,AutoDrive
10/21/25 13:05,10/21/25 13:10,IP Address,67.1.117.151,100,298,TRUE,10/21/25 13:10,R_5qsHnvd8pdIgmqd,,,,,32.2699,-110.9853,anonymous,EN,I agree,6526c3297277ece1f3273549,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,100,50,0,100,Liability goes to the owner/ purchaser of the vehicle in my opinion.,The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,White or European,-99,75,Some College,-99,40,,,,AutoDrive
10/21/25 13:05,10/21/25 13:10,IP Address,73.195.235.44,100,270,TRUE,10/21/25 13:10,R_6Bjuaeum57fhkuR,,,,,40.5555,-74.2855,anonymous,EN,I agree,5c2ab2de9136140001b90737,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,60,100,60,100,"Unless Aeon has stated that human's do not need to pay attention to the road if there system is on, then the driver is totally liable.",The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,White or European,-99,61,Some College,-99,55,,,,CoDrive
10/21/25 13:05,10/21/25 13:10,IP Address,99.191.136.146,100,310,TRUE,10/21/25 13:10,R_7Mo9PwlnFgAwilP,,,,,33.8351,-117.8652,anonymous,EN,I agree,5fdd80af5312ca44ef4988d1,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",4,30,80,60,80,"Whether using auto-drive or not, a human driver is ultimately responsible for operating a motor-vehicle. Even if auto-drive was supposed to help or supplement the human driver, the human driver still chose to look away from the road.",The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,Asian,-99,33,Some College,-99,35,,,,AutoDrive
10/21/25 13:06,10/21/25 13:10,IP Address,99.29.61.109,100,227,TRUE,10/21/25 13:10,R_5WmU0ZpvNYyoDdL,,,,,37.9895,-121.8023,anonymous,EN,I agree,681956cc835cc0d092ab1775,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",6,39,81,38,82,the driver didnt switch the system on ,The ${e://Field/label} system was 'switched off' at the time of the accident,Female,-99,White or European,-99,56,High School or Equivalent,-99,0,,,,AutoDrive
10/21/25 13:04,10/21/25 13:10,IP Address,63.66.70.2,100,342,TRUE,10/21/25 13:10,R_7p4S2xkBCZlkjKh,,,,,39.4722,-74.4566,anonymous,EN,I agree,5c794023c44ec600161822b0,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",2,93,92,71,50,"When a human gets behind the wheel, he is taking control of a powerful and dangerous machine.  Advocating some aspects of physical driving to a program does not diminish the fact that the bottom line is the driver is responsible for that car.",The ${e://Field/label} system was 'switched off' at the time of the accident,Female,-99,White or European,-99,64,College Graduate (4 year),-99,17,,,,CoDrive
10/21/25 13:03,10/21/25 13:10,IP Address,174.170.78.8,100,415,TRUE,10/21/25 13:10,R_6p5z1NafNDCW68p,,,,,29.8323,-95.736,anonymous,EN,I agree,63e52250d3c1483ed7be8ed8,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",2,100,19,100,18,"Since the car's CoDrive system switched on, Aeon is responsible ",The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,Asian,-99,50,College Graduate (4 year),-99,63,,,,CoDrive
