StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ic,id,att_1,att_2,comp_1,comp_2,auto_1,resp_software1_10,resp_human1_10,liable_firm1_1,liable_human1_1,liab_text1,co_1,resp_software2_10,resp_human2_10,liab_firm2_1,liab_human2_1,liab_text2,auto_2,resp_software3_10,resp_human3_10,liab_soft3_1,liab_human3_1,liab_text3,co_2,resp_software4_10,resp_human4_10,liab_software4_1,liab_human4_1,liab_text4,comp_3,comp_4,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,license,ai_knowledge_1,PROLIFIC_PID,FL_12_DO,av_frame1_acc_DO,av_frame2_acc_DO,av_frame3_acc_DO,av_frame4_acc_DO
6/20/23 11:56,6/20/23 12:01,0,73.167.114.76,100,311,1,6/20/23 12:01,R_1Eh6kyrD4IiTk0F,,,,,43.5728,-71.4787,anonymous,EN,1,5c03fc30c776820001bdadb3,2,2,2,4,,,,,,,,,,,,,,,,,,,4,27,85,22,81,The automation was only involved with one aspect of the driving. The rest was human,1,3,2,,2,,37,4,,1,66,5c03fc30c776820001bdadb3,FL_54,,,,frame4_info3|frame4_info4|frame4_info5|resp_human4|liab_human4|resp_software4|liab_software4|liab_text4
6/20/23 12:00,6/20/23 12:05,0,174.192.71.39,100,298,1,6/20/23 12:05,R_3nw72FX7EOv6rtZ,,,,,42.0128,-88.0967,anonymous,EN,1,5e4718aac621bd1e5f0c2297,2,2,2,4,5,13,98,12,99,"The human is assumed to be in charge of the vehicle 
",,,,,,,,,,,,,,,,,,,1,2,1,,3,,56,2,,1,33,5e4718aac621bd1e5f0c2297,FL_35,frame1_info3|frame1_info4|frame1_info5|liable_firm1|liable_human1|resp_human1|resp_software1|liab_text1,,,
6/20/23 12:00,6/20/23 12:06,0,68.48.87.228,100,313,1,6/20/23 12:06,R_26kYhLjvwKTjsuN,,,,,42.9285,-83.6332,anonymous,EN,1,5f9ad972c3a1dd24704dd558,2,2,2,4,5,30,100,74,84,The human driver is most responsible because he should have known the specifications of the car and known what the autopilot meant.  But the company should have been more straight forward with what autopilot meant. ,,,,,,,,,,,,,,,,,,,1,2,2,,3,,35,4,,1,65,5f9ad972c3a1dd24704dd558,FL_35,frame1_info3|frame1_info4|frame1_info5|liable_firm1|resp_human1|liable_human1|resp_software1|liab_text1,,,
6/20/23 12:03,6/20/23 12:08,0,76.20.122.190,100,289,1,6/20/23 12:08,R_3hForIHo0hGLqbG,,,,,38.581,-121.4939,anonymous,EN,1,5ea637f69b1fb665cf28940b,2,2,2,4,,,,,,,,,,,,,,,,,,,4,10,95,10,100,I think the human driver is responsible if Aeon described their copilot to be a level 2 automation.,1,3,1,,2,,27,3,,1,70,5ea637f69b1fb665cf28940b,FL_54,,,,frame4_info3|frame4_info4|frame4_info5|liab_human4|liab_software4|resp_human4|resp_software4|liab_text4
6/20/23 12:06,6/20/23 12:10,0,50.80.124.52,100,210,1,6/20/23 12:10,R_z0iYdEkGPqUnjZD,,,,,30.3659,-86.2458,anonymous,EN,1,60863cf20692f94a0fb0833c,2,2,2,4,,,,,,,4,90,70,85,100,The human put faith in the technology of the car but still bares some responsibility for not being attentive on the road.,,,,,,,,,,,,,1,2,1,,3,,30,1,,1,30,60863cf20692f94a0fb0833c,FL_36,,frame2_info3|frame2_info4|frame2_info5|resp_human2|liab_firm2|resp_software2|liab_human2|liab_text2,,
6/20/23 12:05,6/20/23 12:11,0,174.215.113.135,100,395,1,6/20/23 12:11,R_1mQKWdNlkXL3ccr,,,,,47.6109,-122.3303,anonymous,EN,1,5dcf5cfcf3b7c209a61477f8,2,2,2,4,,,,,,,,,,,,,5,50,75,50,75,"Unless Aeon intentionally misrepresented the extent of their autopilot system, including not directly informing consumers buying their cars what exactly the autopilot is capable and incapable of doing, then the human driver is at fault. They did not sufficiently pay attention to their surroundings while driving, and are more liable for the accident.",,,,,,,1,3,2,,3,,30,5,,1,60,5dcf5cfcf3b7c209a61477f8,FL_50,,,frame3_info3|frame3_info4|frame3_info5|liab_soft3|liab_human3|resp_software3|resp_human3|liab_text3,
6/20/23 12:07,6/20/23 12:13,0,71.92.155.122,100,303,1,6/20/23 12:13,R_tJzgvFFmZ7r24H7,,,,,43.7831,-123.0507,anonymous,EN,1,634d432d2ede39ffa2e81c2a,2,2,2,4,6,58,61,57,79,Human should have had it at level 6,,,,,,,,,,,,,,,,,,,1,2,2,,3,,40,4,,1,36,634d432d2ede39ffa2e81c2a,FL_35,frame1_info3|frame1_info4|frame1_info5|resp_software1|resp_human1|liable_human1|liable_firm1|liab_text1,,,
6/20/23 12:10,6/20/23 12:13,0,172.56.92.42,100,171,1,6/20/23 12:13,R_2wRCRV66fB7cMht,,,,,29.4698,-98.5357,anonymous,EN,1,5af0bd948170ac0001e64b99,2,2,2,4,,,,,,,,,,,,,,,,,,,4,17,100,0,100,the human did something illegal either way by looking at his phone behind the wheel,1,3,1,,4,,22,3,,1,51,5af0bd948170ac0001e64b99,FL_54,,,,frame4_info3|frame4_info4|frame4_info5|liab_human4|liab_software4|resp_human4|resp_software4|liab_text4
6/20/23 12:08,6/20/23 12:15,0,73.25.82.182,100,388,1,6/20/23 12:15,R_3Jlnp0EWUtgyTxy,,,,,45.3378,-122.5724,anonymous,EN,1,640a43c5c10fbb5b9f3f6cc1,2,2,2,4,,,,,,,,,,,,,4,71,80,77,55,"Both are responsible, but the company must own the larger share of responsibility due to the fact that the purchasing public largely does not read instructions or safety ratings after purchasing a product.",,,,,,,1,3,2,,3,,57,3,,1,60,640a43c5c10fbb5b9f3f6cc1,FL_50,,,frame3_info3|frame3_info4|frame3_info5|liab_human3|resp_human3|resp_software3|liab_soft3|liab_text3,
6/20/23 11:49,6/20/23 12:15,0,47.211.105.148,100,1585,1,6/20/23 12:15,R_1hQrCPZ2MVFsTfB,,,,,31.3357,-94.7272,anonymous,EN,1,63eefa18e650ff5ca8d94fe8,2,1,2,1,,,,,,,4,72,64,53,48,bot are the company provides a safe sercice if it fails then its on them,,,,,,,,,,,,,3,3,1,,4,,20,3,,1,10,63eefa18e650ff5ca8d94fe8,FL_36,,frame2_info3|frame2_info4|frame2_info5|resp_software2|resp_human2|liab_human2|liab_firm2|liab_text2,,
6/20/23 12:07,6/20/23 12:15,0,172.56.105.43,100,517,1,6/20/23 12:15,R_1n6GMMytYfgpNZQ,,,,,47.6008,-122.3248,anonymous,EN,1,630d26a49910ba90008fe6b5,2,2,2,4,,,,,,,4,0,100,10,90,"The human is liable because the car isn't full self driving. In normal situations, texting and driving will result in accidents, so this should be no different.",,,,,,,,,,,,,1,2,1,,6,Native American,25,3,,1,55,630d26a49910ba90008fe6b5,FL_36,,frame2_info3|frame2_info4|frame2_info5|liab_human2|liab_firm2|resp_software2|resp_human2|liab_text2,,
6/20/23 12:13,6/20/23 12:16,0,174.192.128.11,100,195,1,6/20/23 12:16,R_2aVQR2i6dJwlgsz,,,,,42.9953,-88.038,anonymous,EN,1,64089f6f4f0e2f447c9de335,2,2,2,4,,,,,,,,,,,,,,,,,,,5,32,82,79,78,The company for for advertising more clearly,1,3,2,,3,,21,3,,1,30,64089f6f4f0e2f447c9de335,FL_54,,,,frame4_info3|frame4_info4|frame4_info5|resp_human4|liab_software4|resp_software4|liab_human4|liab_text4
6/20/23 12:12,6/20/23 12:17,0,47.13.140.99,100,269,1,6/20/23 12:17,R_1M5LCtIjkCMq6TD,,,,,33.1669,-87.5064,anonymous,EN,1,60aeb7d229d7c68c0b7c03d2,2,2,2,2,6,83,80,85,82,"I do believe the company is liable to an extent because the information regarding what level it provides is not easily accessible on their own website, which would help keep them from being totally responsible. However the human driver is at fault as well because no matter how advanced the technology may be, they are still able to be in control and should have been aware.",,,,,,,,,,,,,,,,,,,1,2,3,,3,,33,1,,1,0,60aeb7d229d7c68c0b7c03d2,FL_35,frame1_info3|frame1_info4|frame1_info5|liable_firm1|liable_human1|resp_human1|resp_software1|liab_text1,,,
6/20/23 12:14,6/20/23 12:17,0,23.117.25.161,100,178,1,6/20/23 12:17,R_2CNew70gmr427k0,,,,,35.8677,-86.4174,anonymous,EN,1,607fb8465341fd553409b92b,2,1,2,1,5,10,90,10,90,The human should not rely on the technology completely. ,,,,,,,,,,,,,,,,,,,4,2,2,,3,,42,3,,1,8,607fb8465341fd553409b92b,FL_35,frame1_info3|frame1_info4|frame1_info5|liable_human1|resp_human1|resp_software1|liable_firm1|liab_text1,,,
6/20/23 12:13,6/20/23 12:17,0,128.172.99.27,100,252,1,6/20/23 12:17,R_1GErh7bUyzlEyVF,,,,,37.5537,-77.4602,anonymous,EN,1,6176c48e4ad114e770198192,2,2,2,4,,,,,,,,,,,,,5,70,85,75,75,"The human is more responsible because even though the car may have capabilities to drive itself, the driver should not have distracted himself so that he could prevent the accident as a backup in the event the pilot failed ",,,,,,,1,3,2,,3,,28,5,,1,16,6176c48e4ad114e770198192,FL_50,,,frame3_info3|frame3_info4|frame3_info5|liab_soft3|liab_human3|resp_human3|resp_software3|liab_text3,
6/20/23 12:14,6/20/23 12:17,0,174.70.62.104,100,174,1,6/20/23 12:17,R_2V45pcij0GyixbJ,,,,,41.1156,-95.9375,anonymous,EN,1,61147fe0ad281b1f08574891,2,2,2,4,,,,,,,,,,,,,,,,,,,4,58,83,59,87,I think the human driver is much more liable because the company never claimed that the car was able to do all the work.,1,3,2,,3,,21,4,,1,34,61147fe0ad281b1f08574891,FL_54,,,,frame4_info3|frame4_info4|frame4_info5|liab_human4|resp_software4|resp_human4|liab_software4|liab_text4
6/20/23 12:14,6/20/23 12:17,0,172.59.112.206,100,200,1,6/20/23 12:17,R_3iDNJtyHPc5aBag,,,,,37.5147,-77.5034,anonymous,EN,1,6294c3853d7d999b10bd034e,2,2,2,4,,,,,,,6,20,100,69,91,"Because it is a combination of human and system automated, the human would still be more liable. The human is still in control on the basic driving systems.",,,,,,,,,,,,,1,2,2,,1,,21,3,,1,77,6294c3853d7d999b10bd034e,FL_36,,frame2_info3|frame2_info4|frame2_info5|liab_human2|resp_human2|liab_firm2|resp_software2|liab_text2,,
6/20/23 12:14,6/20/23 12:18,0,172.56.168.212,100,260,1,6/20/23 12:18,R_1GIEVV25uZUzaFb,,,,,38.581,-121.4939,anonymous,EN,1,5bbe6691ba8d7d0001951ef9,2,2,2,4,,,,,,,,,,,,,6,32,87,30,90,"The human driver is more liable because they should have known that at Level 2, both the driving system and the human driver are responsible for steering, accelerating, and decelerating. They should have been paying attention at a low level of automation.",,,,,,,1,3,2,,5,,24,4,,2,7,5bbe6691ba8d7d0001951ef9,FL_50,,,frame3_info3|frame3_info4|frame3_info5|resp_software3|liab_human3|liab_soft3|resp_human3|liab_text3,
6/20/23 12:15,6/20/23 12:19,0,172.118.239.228,100,237,1,6/20/23 12:19,R_1M6bH7nkdFz3hyF,,,,,33.9441,-118.198,anonymous,EN,1,63ed6748c04e76b9d2cce7cd,2,1,2,3,,,,,,,5,35,92,34,92,"I do think to an extent that Aeon is liable considering the fact that this information of ""being a level 2"" is not found on their website. This is extremely important information that should of been on there in the first place.",,,,,,,,,,,,,1,2,1,,4,,18,1,,1,19,63ed6748c04e76b9d2cce7cd,FL_36,,frame2_info3|frame2_info4|frame2_info5|liab_human2|resp_software2|resp_human2|liab_firm2|liab_text2,,
6/20/23 12:14,6/20/23 12:19,0,76.253.191.226,100,270,1,6/20/23 12:19,R_3e4UvcEfziUGLyA,,,,,35.7965,-78.7981,anonymous,EN,1,5d0f9b5a905351000124f56c,2,2,2,4,6,70,60,70,60,"The Autopilot system was supposed to be able to decelerate, so the human may not have thought he needed to pay attention.",,,,,,,,,,,,,,,,,,,1,2,2,,3,,38,4,,1,40,5d0f9b5a905351000124f56c,FL_35,frame1_info3|frame1_info4|frame1_info5|resp_software1|liable_firm1|liable_human1|resp_human1|liab_text1,,,
6/20/23 12:15,6/20/23 12:19,0,172.59.222.202,100,258,1,6/20/23 12:19,R_dgpAC1Jkx3WLC7L,,,,,35.2135,-80.8218,anonymous,EN,1,5b86f3cb5470830001b74bbc,2,2,1,4,,,,,,,,,,,,,5,60,98,60,98,The human is more liable because they looked down at a text message ,,,,,,,1,3,1,,1,,39,6,,1,10,5b86f3cb5470830001b74bbc,FL_50,,,frame3_info3|frame3_info4|frame3_info5|liab_soft3|resp_human3|resp_software3|liab_human3|liab_text3,
6/20/23 12:16,6/20/23 12:19,0,173.168.104.160,100,220,1,6/20/23 12:19,R_2qwm1JkJTVJgEXz,,,,,28.4797,-82.5562,anonymous,EN,1,6106f6e22517f1e7cb3ff868,2,2,2,4,,,,,,,,,,,,,5,30,70,30,70,The driver should ALWAYS be aware of what the car is doing.,,,,,,,1,3,2,,3,,59,5,,1,10,6106f6e22517f1e7cb3ff868,FL_50,,,frame3_info3|frame3_info4|frame3_info5|liab_human3|resp_software3|liab_soft3|resp_human3|liab_text3,
6/20/23 12:17,6/20/23 12:19,0,205.175.106.164,100,146,1,6/20/23 12:19,R_2Xj04LOtl7h24xZ,,,,,47.6631,-122.3029,anonymous,EN,1,610787c5267f779a3087986d,2,2,2,4,,,,,,,4,72,82,71,82,Human driver,,,,,,,,,,,,,1,2,2,,3,,23,4,,1,19,610787c5267f779a3087986d,FL_36,,frame2_info3|frame2_info4|frame2_info5|resp_human2|liab_human2|liab_firm2|resp_software2|liab_text2,,
6/20/23 12:14,6/20/23 12:20,0,172.56.96.5,100,335,1,6/20/23 12:20,R_D31JcRwCzBsnP6p,,,,,28.0109,-82.4948,anonymous,EN,1,6237c126a6a50d9a00697910,2,2,2,4,,,,,,,,,,,,,,,,,,,2,21,91,29,81,I think the human is liable because the car allows for some auto pilot but it still needs a person to drive to notice stop signs.,1,3,2,,4,,25,3,,1,17,6237c126a6a50d9a00697910,FL_54,,,,frame4_info3|frame4_info4|frame4_info5|liab_software4|resp_human4|liab_human4|resp_software4|liab_text4
6/20/23 12:16,6/20/23 12:20,0,74.51.110.207,100,256,1,6/20/23 12:20,R_2n9xglBm74gtsfn,,,,,34.9282,-86.9794,anonymous,EN,1,5c4e9bd1818d4d00013e8859,2,2,2,4,6,1,91,0,90,In level 2 classification the human is still responsible for monitoring the driving environment. If the human looked down at their phone they are responsible for not seeing the stop sign.,,,,,,,,,,,,,,,,,,,1,2,2,,3,,31,3,,2,7,5c4e9bd1818d4d00013e8859,FL_35,frame1_info3|frame1_info4|frame1_info5|resp_human1|liable_firm1|liable_human1|resp_software1|liab_text1,,,
6/20/23 12:17,6/20/23 12:20,0,174.196.129.82,100,188,1,6/20/23 12:20,R_3fK4ZTGAehRm4fL,,,,,38.6326,-77.2661,anonymous,EN,1,5f2ddeae9dfd7a132a7f4ae8,2,2,2,4,,,,,,,,,,,,,6,12,92,20,90,"Just because there is an autopilot, does not mean the driver can just ignore the road. ",,,,,,,1,3,1,,3,,37,4,,1,39,5f2ddeae9dfd7a132a7f4ae8,FL_50,,,frame3_info3|frame3_info4|frame3_info5|liab_human3|resp_software3|liab_soft3|resp_human3|liab_text3,
6/20/23 12:15,6/20/23 12:21,0,74.71.23.203,100,303,1,6/20/23 12:21,R_bq4NIMxmlVnLnFv,,,,,40.7123,-74.0068,anonymous,EN,1,5f51287698edeb30a0cf878d,2,2,2,4,,,,,,,,,,,,,,,,,,,5,44,63,41,63,If Aeon has stated that it was a level 2 automation then it would not cover environment monitoring so it's up to the driver.,1,3,1,,2,,38,4,,2,25,5f51287698edeb30a0cf878d,FL_54,,,,frame4_info3|frame4_info4|frame4_info5|liab_human4|resp_human4|resp_software4|liab_software4|liab_text4
6/20/23 12:15,6/20/23 12:21,0,24.154.230.140,100,406,1,6/20/23 12:21,R_vxKTHpmRT57eenn,,,,,40.7003,-80.0351,anonymous,EN,1,6456f91b740a3939ec0f22a2,2,2,2,4,,,,,,,,,,,,,,,,,,,2,0,100,0,100,human driver is responsible since the human is supposed to monitor the copilot in a number two automation,1,3,2,,3,,60,4,,1,60,6456f91b740a3939ec0f22a2,FL_54,,,,frame4_info3|frame4_info4|frame4_info5|resp_human4|liab_human4|liab_software4|resp_software4|liab_text4
6/20/23 12:14,6/20/23 12:22,0,73.129.25.179,100,455,1,6/20/23 12:22,R_3kuqXKrUAgNDLRj,,,,,39.2891,-76.5583,anonymous,EN,1,632beb3e071d0d5eec133b60,2,2,1,4,,,,,,,4,50,55,35,60,"I think the human driver is responsible for the car accident because the Aeon vehicle is intended to be used with a human driver who is also actively looking at the road. It's not meant to take complete control of the car, so the human driver should be the most responsible for the accident. ",,,,,,,,,,,,,1,2,1,,1,,30,3,,1,65,632beb3e071d0d5eec133b60,FL_36,,frame2_info3|frame2_info4|frame2_info5|liab_firm2|liab_human2|resp_human2|resp_software2|liab_text2,,
6/20/23 12:15,6/20/23 12:23,0,71.205.145.201,100,436,1,6/20/23 12:23,R_1j9xkT15jo1NVPt,,,,,39.5816,-104.9563,anonymous,EN,1,62a731da9fe4975958c14948,2,2,1,4,3,25,100,25,100,It sounds like the vehicle was computer & human powered. The human ultimately is responsible as the driver.,,,,,,,,,,,,,,,,,,,1,2,1,,3,,30,4,,1,19,62a731da9fe4975958c14948,FL_35,frame1_info3|frame1_info4|frame1_info5|resp_software1|liable_firm1|liable_human1|resp_human1|liab_text1,,,
6/20/23 12:16,6/20/23 12:23,0,68.9.159.41,100,367,1,6/20/23 12:23,R_2QQdFRwEBuftsxA,,,,,41.9661,-72.2899,anonymous,EN,1,559385f5fdf99b78e49c58e9,2,2,2,4,,,,,,,5,25,90,50,90,"The company should be less misleading with a name like ""copilot"" and should put information on it's website so it's clear and easy to see. However the ultimate responsibility is on the driver, they need to know what they are using and what it can/can't do.",,,,,,,,,,,,,1,2,1,,3,,36,3,,1,40,559385f5fdf99b78e49c58e9,FL_36,,frame2_info3|frame2_info4|frame2_info5|liab_human2|resp_software2|resp_human2|liab_firm2|liab_text2,,
6/20/23 12:19,6/20/23 12:23,0,73.78.207.111,100,194,1,6/20/23 12:23,R_3e35IbC1Lz6mu1m,,,,,39.5523,-104.8883,anonymous,EN,1,5d215a1bbf7f840019701939,2,2,2,4,,,,,,,,,,,,,,,,,,,4,4,97,7,96,"The human driver because the company purpose is only to help with accelerating, decelerating. The human is responsible for the rest. ",1,3,2,,3,,34,5,,1,63,5d215a1bbf7f840019701939,FL_54,,,,frame4_info3|frame4_info4|frame4_info5|liab_software4|resp_human4|liab_human4|resp_software4|liab_text4
6/20/23 12:10,6/20/23 12:23,0,67.162.15.2,100,796,1,6/20/23 12:23,R_1CdKtZhX20Pn8pq,,,,,41.5681,-87.1749,anonymous,EN,1,64853b8a340ac6cc61ad6ccc,2,1,2,3,,,,,,,4,1,100,100,100,The human should never be looking at his phone while behind the wheel of a motor vehicle ,,,,,,,,,,,,,1,3,2,,7,,72,3,,1,4,64853b8a340ac6cc61ad6ccc,FL_36,,frame2_info3|frame2_info4|frame2_info5|liab_human2|resp_human2|liab_firm2|resp_software2|liab_text2,,
6/20/23 12:15,6/20/23 12:23,0,73.229.32.6,100,507,1,6/20/23 12:23,R_1gnmL0eEzXh2nZR,,,,,38.839,-104.8412,anonymous,EN,1,646ba54cb721ef9332b21599,2,2,2,4,5,75,85,40,96,"At a level 2, most of the control of driving is the human's responsibility. If this level is unknown to the driver because the car company did not make it well enough known, some of the liability is with the company, but the majority is still on the human.",,,,,,,,,,,,,,,,,,,1,2,2,,3,,49,4,,1,22,646ba54cb721ef9332b21599,FL_35,frame1_info3|frame1_info4|frame1_info5|resp_human1|liable_human1|resp_software1|liable_firm1|liab_text1,,,
6/20/23 12:15,6/20/23 12:24,0,76.39.101.99,100,516,1,6/20/23 12:24,R_3CDRP9Pk8DpquxU,,,,,43.0818,-87.892,anonymous,EN,1,61126f1e31ca0be8115ac72f,2,2,2,4,,,,,,,5,60,81,85,60,Companies often time keep secret information about what they do or don't honor/do. It is also the driver's responsibility to do their research and not assume they'll be fine. I think the company is more liable.,,,,,,,,,,,,,1,2,4,nonbinary,3,,28,3,,1,24,61126f1e31ca0be8115ac72f,FL_36,,frame2_info3|frame2_info4|frame2_info5|resp_software2|resp_human2|liab_firm2|liab_human2|liab_text2,,
6/20/23 12:16,6/20/23 12:24,0,73.193.97.92,100,527,1,6/20/23 12:24,R_2ZJ3ovphbT369vR,,,,,47.6784,-122.1857,anonymous,EN,1,5f133dabb6d33409b90e9c2f,2,2,2,4,4,70,30,45,55,"If no false advertising or claims have been made (even calling the function 'Autopilot' is risky in my opinion), then the man is absolutely liable for the accident. 

If the company advertised the car as autonomous and able to drive home and did not give appropriate warning to pay attention to road conditions, then the company is absolutely liable. 

If I had to choose one liable party, I would choose the company from the information given above, assuming that the latter assumption (false or deceptive advertising) is true. ",,,,,,,,,,,,,,,,,,,1,2,1,,2,,22,4,,2,45,5f133dabb6d33409b90e9c2f,FL_35,frame1_info3|frame1_info4|frame1_info5|resp_human1|liable_human1|liable_firm1|resp_software1|liab_text1,,,
