StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q110,att_1,att_2,comp_1,comp_2,auto_1,resp_software1_10,resp_human1_10,liable_firm1_1,liable_human1_1,liab_text1,comp_3,co_1,resp_software2_10,resp_human2_10,liab_firm2_1,liab_human2_1,liab_text2,comp_4,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,license,ai_knowledge_1,PROLIFIC_PID,FL_12_DO,av_frame1_acc_DO,av_frame2_acc_DO
3/5/23 19:49,3/5/23 19:54,0,72.83.111.52,100,289,1,3/5/23 19:54,R_2pLavl7YrDzOpvE,,,,,39.1063,-76.866,anonymous,EN,1,5f29c0faf0ba1413f69fb423,2,2,2,4,4,90,65,90,50,The description says that the ai was driving the human so the ai shouldn't have missed the sign,2,,,,,,,,2,,2,,34,6,,1,20,5f29c0faf0ba1413f69fb423,FL_35,frame1_info3|resp_software1|liable_firm1|resp_human1|liable_human1|liab_text1,
3/5/23 19:52,3/5/23 19:54,0,47.12.36.237,100,137,1,3/5/23 19:54,R_1Eb3b4wKAx7I7r8,,,,,46.3521,-94.1046,anonymous,EN,1,60fdbcdc99b160f28c7ec46a,2,2,2,4,6,85,50,31,54,Well overall I feel like the human would be more responsible. They chose to drive this car and trusted that the system would work ,3,,,,,,,,2,,3,,23,2,,1,50,60fdbcdc99b160f28c7ec46a,FL_35,frame1_info3|liable_human1|resp_software1|resp_human1|liable_firm1|liab_text1,
3/5/23 19:47,3/5/23 19:55,0,134.215.154.26,100,477,1,3/5/23 19:55,R_3O0rz211EVFaauU,,,,,43.1004,-89.2716,anonymous,EN,1,5e6530aeb92c25000c0ed7d7,2,2,2,4,,,,,,,,4,39,88,63,77,The human driver is more liable because the human driver should not be distracted or looking at things that are not the road while operating a vehicle.,1,2,,4,,32,4,,1,50,5e6530aeb92c25000c0ed7d7,FL_36,,frame2_info3|resp_human2|liab_firm2|liab_human2|resp_software2|liab_text2
3/5/23 19:52,3/5/23 19:55,0,98.249.13.99,100,200,1,3/5/23 19:55,R_tWHi1D57zTJfsm5,,,,,37.4728,-77.5906,anonymous,EN,1,61283d412a2a16a077063e9d,2,2,2,4,4,80,50,60,40,The company is more liable because they have led their customer to believe that they would be safe using the autopilot feature.,2,,,,,,,,2,,3,,22,4,,1,50,61283d412a2a16a077063e9d,FL_35,frame1_info3|resp_human1|liable_firm1|liable_human1|resp_software1|liab_text1,
3/5/23 19:48,3/5/23 19:56,0,24.34.136.163,100,461,1,3/5/23 19:56,R_vrgcdZqI1Dkg15D,,,,,42.779,-71.4738,anonymous,EN,1,607d6ad963c2b4e855ae2a06,2,2,2,4,,,,,,,,4,51,100,0,100,I think the human driver is more liable because they were driving the car and weren't paying attention,2,2,,3,,29,4,,1,16,607d6ad963c2b4e855ae2a06,FL_36,,frame2_info3|liab_human2|resp_software2|liab_firm2|resp_human2|liab_text2
3/5/23 19:52,3/5/23 19:57,0,174.160.81.185,100,258,1,3/5/23 19:57,R_3PgXzn6AEmYi3Za,,,,,37.3177,-122.0438,anonymous,EN,1,61022ce822449bbadc2dcf1f,2,2,2,4,,,,,,,,4,80,70,85,80,I think the company is more liable for the accident because the human is following the reliability that Aeon set as a precedent.,1,2,,2,,22,5,,1,30,61022ce822449bbadc2dcf1f,FL_36,,frame2_info3|liab_human2|resp_human2|liab_firm2|resp_software2|liab_text2
3/5/23 19:53,3/5/23 19:57,0,98.198.202.191,100,242,1,3/5/23 19:57,R_2vl80dQ7GFpQdhh,,,,,29.7912,-95.4182,anonymous,EN,1,5c086d3d3be61100011a694d,2,2,2,4,,,,,,,,2,81,100,72,51,"I think it would depend on how the car was marketed to the human and if the human believed the car would be able to account for lapses in attention. If the human driver believed this, then the company is at fault. ",2,2,,3,,28,4,,1,19,5c086d3d3be61100011a694d,FL_36,,frame2_info3|resp_human2|liab_firm2|resp_software2|liab_human2|liab_text2
3/5/23 19:55,3/5/23 19:58,0,71.89.181.59,100,187,1,3/5/23 19:58,R_2xUYXtmARTeAKqw,,,,,43.642,-84.2673,anonymous,EN,1,63e5a95c37688e0220b2356d,2,1,2,4,6,100,0,100,0,the company is more liable because it was a malfunction on their systems.,2,,,,,,,,1,,3,,19,1,,2,100,63e5a95c37688e0220b2356d,FL_35,frame1_info3|liable_human1|resp_software1|liable_firm1|resp_human1|liab_text1,
3/5/23 19:57,3/5/23 20:00,0,76.131.137.179,100,193,1,3/5/23 20:00,R_2TF7DGLiTFifm0f,,,,,40.4102,-104.7584,anonymous,EN,1,5e65c211b45c6432d8227e4c,2,2,1,4,,,,,,,,4,40,79,31,74,I think the human driver is responsible as I feel like the copilot system shouldn't be fully relied on unless the company itself calms that it's safe to do so. ,1,2,,6,American Indian,27,3,,1,25,5e65c211b45c6432d8227e4c,FL_36,,frame2_info3|liab_firm2|liab_human2|resp_human2|resp_software2|liab_text2
3/5/23 19:58,3/5/23 20:01,0,69.228.210.59,100,165,1,3/5/23 20:01,R_2xPIgUZturYMhLN,,,,,33.395,-86.8348,anonymous,EN,1,5f2dd78ba2052d11837fea72,2,2,2,4,3,46,72,27,85,The human is still the person who has the most control of the car. The human is able to make dynamic decisions while the car can only follow an algorithm,4,,,,,,,,2,,3,,22,4,,1,17,5f2dd78ba2052d11837fea72,FL_35,frame1_info3|resp_software1|resp_human1|liable_human1|liable_firm1|liab_text1,
3/5/23 19:56,3/5/23 20:01,0,162.218.217.50,100,299,1,3/5/23 20:01,R_3PgUg7R9rtoPUsZ,,,,,40.2783,-111.7198,anonymous,EN,1,64010f32f8dee9772983c7cd,2,2,2,4,,,,,,,,2,100,100,100,100,"I think they're both equally liable, as they both could have prevented the accident.",1,1,,3,,27,3,,1,0,64010f32f8dee9772983c7cd,FL_36,,frame2_info3|liab_firm2|liab_human2|resp_human2|resp_software2|liab_text2
3/5/23 19:59,3/5/23 20:02,0,71.34.200.62,100,216,1,3/5/23 20:02,R_1n1S9LRUJBgbt2s,,,,,38.7645,-94.8198,anonymous,EN,1,614e1bc5adb854c0b2e9f0b1,2,2,2,4,,,,,,,,1,76,36,75,27,The company is attempting to automate a service that does not have the ability of thinking through situations. ,1,1,,3,,44,3,,1,68,614e1bc5adb854c0b2e9f0b1,FL_36,,frame2_info3|liab_firm2|resp_software2|resp_human2|liab_human2|liab_text2
3/5/23 19:58,3/5/23 20:02,0,74.197.78.62,100,278,1,3/5/23 20:02,R_3FWIRum3NXXYDoj,,,,,31.4193,-100.4803,anonymous,EN,1,63d7f363c1c417a758d5b4ea,2,2,2,4,3,82,81,20,80,It is not a level 6 automation so the driver is still responsible and liable for the most part.,3,,,,,,,,1,,3,,42,5,,1,40,63d7f363c1c417a758d5b4ea,FL_35,frame1_info3|liable_human1|liable_firm1|resp_human1|resp_software1|liab_text1,
3/5/23 20:00,3/5/23 20:03,0,24.253.95.60,100,174,1,3/5/23 20:03,R_1drUzL2WCMfLM27,,,,,36.1685,-115.1164,anonymous,EN,1,5d1e48cb33a4d3001b08a320,2,2,2,4,5,75,30,75,31,"In an autopilot car, the car should be able to stop for stop signs and red lights. This is a failure of the machine, not the human, who is relying on the machine to fulfill this task.",2,,,,,,,,2,,2,,23,4,,1,15,5d1e48cb33a4d3001b08a320,FL_35,frame1_info3|resp_human1|liable_human1|resp_software1|liable_firm1|liab_text1,
3/5/23 19:52,3/5/23 20:03,0,73.115.194.212,100,640,1,3/5/23 20:03,R_BJrlzsKM78RjEuB,,,,,29.7738,-95.406,anonymous,EN,1,5f872af9e3e4870ef4d67cc3,2,2,2,4,6,95,5,95,5,"Because the car is presented and advertised as a self-driving car, it is responsible for braking at all stop signs",3,,,,,,,,1,,1,,53,3,,1,60,5f872af9e3e4870ef4d67cc3,FL_35,frame1_info3|liable_human1|liable_firm1|resp_software1|resp_human1|liab_text1,
3/5/23 19:59,3/5/23 20:05,0,35.148.68.18,100,336,1,3/5/23 20:05,R_qQnBV4fKYCbIqqZ,,,,,43.103,-89.5073,anonymous,EN,1,5dc4573045b8f931b4c0c90f,2,2,2,3,,,,,,,,2,50,50,50,50,"BothAeon and the human are equally cause i chose#2, ",2,2,,3,,63,3,,1,2,5dc4573045b8f931b4c0c90f,FL_36,,frame2_info3|liab_human2|resp_human2|liab_firm2|resp_software2|liab_text2
3/5/23 19:59,3/5/23 20:05,0,50.82.83.106,100,335,1,3/5/23 20:05,R_3EMUamD1AcPbBRa,,,,,41.6289,-93.7255,anonymous,EN,1,6404f71718e29e74ff232330,2,2,2,4,,,,,,,,5,70,100,70,100,the human is ultimately responsible.  the company shares some responsibility but unless the driving us supposedly 100% automated the human bears the most responsibility.,2,2,,3,,52,4,,1,5,6404f71718e29e74ff232330,FL_36,,frame2_info3|liab_human2|resp_software2|resp_human2|liab_firm2|liab_text2
3/5/23 20:02,3/5/23 20:05,0,70.172.121.189,100,184,1,3/5/23 20:05,R_BttqS1fzT2RGkBX,,,,,33.3504,-111.782,anonymous,EN,1,637f8c759c2e63d944625f58,2,2,2,4,,,,,,,,5,60,100,59,100,"The human driver is more liable because he should have been paying attention to the road, even if he was not driving. The purpose of the copilot is to assist the human, but not completely take over the responsibility of driving and paying attention to the road.",4,1,,2,,22,3,,1,70,637f8c759c2e63d944625f58,FL_36,,frame2_info3|liab_human2|resp_human2|resp_software2|liab_firm2|liab_text2
3/5/23 20:02,3/5/23 20:06,0,71.12.176.233,100,240,1,3/5/23 20:06,R_3HS7CBFX7XcsA3p,,,,,33.4663,-86.808,anonymous,EN,1,63ea5699c794ce2a4f225dc8,2,2,2,4,,,,,,,,6,20,90,90,80,"I think Aeon is more liable although I think both the company and driver are at fault. While it may not be the case, it seems like a reasonable assumption that a self-driving car would obey traffic signals whether the ""driver"" was paying attention or not.",2,1,,3,,27,5,,1,50,63ea5699c794ce2a4f225dc8,FL_36,,frame2_info3|resp_human2|liab_firm2|resp_software2|liab_human2|liab_text2
3/5/23 20:00,3/5/23 20:06,0,98.149.20.0,100,368,1,3/5/23 20:06,R_3mn8Tph0FWVNz9L,,,,,33.7518,-117.9932,anonymous,EN,1,63cca7ce3cd763b2ef78d452,2,2,1,4,,,,,,,,3,72,66,66,31,its called accident,4,1,,3,,58,3,,1,21,63cca7ce3cd763b2ef78d452,FL_36,,frame2_info3|liab_human2|resp_software2|liab_firm2|resp_human2|liab_text2
3/5/23 20:01,3/5/23 20:07,0,50.107.74.35,100,323,1,3/5/23 20:07,R_2S69JPFdOhVXukX,,,,,42.2755,-84.5982,anonymous,EN,1,60fd55518024026fd9abfa81,2,2,2,4,4,70,75,84,70,If the human isn’t controlling the vehicle I think the company is more liable. But the human should be paying attention too,2,,,,,,,,2,,3,,25,4,,1,38,60fd55518024026fd9abfa81,FL_35,frame1_info3|resp_software1|liable_human1|liable_firm1|resp_human1|liab_text1,
3/5/23 20:02,3/5/23 20:07,0,98.163.206.186,100,264,1,3/5/23 20:07,R_3p4NhhwtH6FFw6Z,,,,,29.9734,-90.0885,anonymous,EN,1,611320e3eab8e6ed74ed5ce2,2,1,2,4,4,19,100,51,100,"The human driver should never in any instance take their eyes off the road, or rely on a autopilot mechanism ",4,,,,,,,,2,,1,,23,3,,1,30,611320e3eab8e6ed74ed5ce2,FL_35,frame1_info3|resp_human1|liable_human1|liable_firm1|resp_software1|liab_text1,
3/5/23 19:59,3/5/23 20:07,0,73.92.201.111,100,503,1,3/5/23 20:07,R_PIKBHmVoQSbz2j7,,,,,37.359,-122.0866,anonymous,EN,1,5f309da05b67075083772c0b,2,1,2,4,5,50,60,60,60,"It entirely depends on what aeon claims their autopilot program is capable of doing, but I don’t know what they are claiming it’s capable of doing. If the program is completely in control of the car then it’s mostly aeon’s fault. If the driver is supposed to supervise the car in the event that the autopilot makes a mistake, then a lot of the liability gets shifted to the driver.",2,,,,,,,,1,,5,,21,3,,1,10,5f309da05b67075083772c0b,FL_35,frame1_info3|resp_software1|liable_firm1|resp_human1|liable_human1|liab_text1,
3/5/23 20:04,3/5/23 20:08,0,142.197.85.87,100,211,1,3/5/23 20:08,R_zewE92gQ0Q7CA4V,,,,,29.1384,-81.0278,anonymous,EN,1,54846a7cfdf99b07b28f22d4,2,2,2,4,6,100,65,80,70,The company should not be advertising a car as self driving if they are releasing it with such bugs as not seeing stop signs. The human driver is also slightly responsible for not being ready to take charge in case something does not go correctly.,2,,,,,,,,2,,3,,31,1,,1,10,54846a7cfdf99b07b28f22d4,FL_35,frame1_info3|liable_firm1|resp_software1|liable_human1|resp_human1|liab_text1,
3/5/23 19:50,3/5/23 20:08,0,24.90.67.7,100,1083,1,3/5/23 20:08,R_2AL96YcjIQcxYBW,,,,,40.7855,-73.8466,anonymous,EN,1,583748dafb65a0000128b059,2,2,2,4,,,,,,,,5,36,92,35,92,Blaming accidents on AI will become a legal slippery slope if allowed to occur.,4,1,,4,,40,4,,1,60,583748dafb65a0000128b059,FL_36,,frame2_info3|liab_human2|liab_firm2|resp_software2|resp_human2|liab_text2
3/5/23 20:04,3/5/23 20:08,0,73.12.12.28,100,244,1,3/5/23 20:08,R_DdyMZ9yXgBdZBcZ,,,,,37.4386,-79.208,anonymous,EN,1,603bcfd6ecb86c86d01d643d,2,2,2,4,4,95,10,49,51,"I think the human is more at fault for the accident, since they chose the autodriving car, knowing the risks or not knowing enough about the cars. ",2,,,,,,,,1,,3,,24,4,,1,15,603bcfd6ecb86c86d01d643d,FL_35,frame1_info3|resp_software1|liable_human1|liable_firm1|resp_human1|liab_text1,
3/5/23 20:03,3/5/23 20:08,0,68.184.18.220,100,318,1,3/5/23 20:08,R_2tnzcrAeVY71nhK,,,,,41.8872,-72.1436,anonymous,EN,1,6384edea12d04fd13d4f684c,2,2,2,4,,,,,,,,2,5,89,91,88,"Both are liable- the company for selling a flawed product, and the human, who is the owner of the flawed product. 
",2,1,,3,,55,5,,1,63,6384edea12d04fd13d4f684c,FL_36,,frame2_info3|resp_software2|liab_firm2|liab_human2|resp_human2|liab_text2
3/5/23 20:05,3/5/23 20:09,0,68.33.203.215,100,253,1,3/5/23 20:09,R_VWFi5UzfA7ua2lP,,,,,37.5503,-77.3942,anonymous,EN,1,633771aad3cc89b3f422cc59,2,2,2,4,,,,,,,,3,19,90,19,81,The human is responsible for the accident because it is the human's decision to use the co-pilot.,4,1,,2,,21,4,,1,9,633771aad3cc89b3f422cc59,FL_36,,frame2_info3|resp_human2|liab_firm2|liab_human2|resp_software2|liab_text2
3/5/23 20:05,3/5/23 20:10,0,73.161.216.217,100,293,1,3/5/23 20:10,R_3iqDQKSOPlDa6DD,,,,,42.9058,-85.5351,anonymous,EN,1,6152204d4ed6a7af13e48efe,2,2,2,4,6,90,30,70,80,"I would assume that Aeon would have marketed their car as one that will be able to be completely driven my autopilot. Clearly the car made a mistake, so the company did not do enough research and testing. ",4,,,,,,,,2,,3,,29,8,Associates degree,1,30,6152204d4ed6a7af13e48efe,FL_35,frame1_info3|liable_firm1|resp_human1|resp_software1|liable_human1|liab_text1,
3/5/23 20:05,3/5/23 20:10,0,73.130.133.178,100,289,1,3/5/23 20:10,R_2YWbl0tlCrVb8rR,,,,,39.7951,-76.9794,anonymous,EN,1,60ca5fd3348c494bcdcd51c9,2,1,2,2,,,,,,,,5,2,100,1,100,The human must always be alert and aware while on the road,1,1,,3,,24,3,,1,30,60ca5fd3348c494bcdcd51c9,FL_36,,frame2_info3|resp_human2|liab_human2|liab_firm2|resp_software2|liab_text2
3/5/23 20:02,3/5/23 20:11,0,96.42.89.89,100,505,1,3/5/23 20:11,R_1fdqMRZTFvnrkNh,,,,,44.009,-92.3934,anonymous,EN,1,6150b0f1ea43af10285ea4b9,2,2,2,4,,,,,,,,5,88,26,76,54,Being aware of stop signs is a pretty low bar for any company trying to sell its product as a “co-pilot” In this scenario the auto-pilot is driving the human passanger and fails a basic driving awareness function.,1,1,,3,,35,4,,1,56,6150b0f1ea43af10285ea4b9,FL_36,,frame2_info3|resp_human2|resp_software2|liab_firm2|liab_human2|liab_text2
3/5/23 20:03,3/5/23 20:11,0,74.73.141.28,100,446,1,3/5/23 20:11,R_2thUgv6lXG5iVa2,,,,,40.6078,-73.8215,anonymous,EN,1,55ac22cafdf99b6de2fa7ee2,2,2,2,4,6,50,50,50,50,I think they may both be liable because: the driver should be paying attention and he is probably violating a traffic rule by looking at his phone but the system also did not perform as it should have.,2,,,,,,,,3,,7,,50,4,,1,20,55ac22cafdf99b6de2fa7ee2,FL_35,frame1_info3|resp_software1|liable_firm1|liable_human1|resp_human1|liab_text1,
3/5/23 20:05,3/5/23 20:13,0,184.187.144.134,100,457,1,3/5/23 20:13,R_10Pd9A2jZdqrJoX,,,,,30.1597,-92.0258,anonymous,EN,1,61088a6f0372d8a146faa96b,2,2,1,4,5,70,60,100,30,"I believe the company is more liable for the accident because if you are putting out products that say they're gonna do something and then don't and severely harm another person, than that wealthy company that is just putting things out without securing the quality and should be held liable for that.",2,,,,,,,,2,,3,,23,3,,1,65,61088a6f0372d8a146faa96b,FL_35,frame1_info3|liable_human1|resp_human1|resp_software1|liable_firm1|liab_text1,
3/5/23 20:04,3/5/23 20:13,0,76.108.162.2,100,574,1,3/5/23 20:13,R_9tMnORkw3G2Pidb,,,,,27.3937,-80.3175,anonymous,EN,1,5f31bbe840a5c90e5a9a7b68,2,1,2,4,5,75,62,80,60,I think the company is more liable because the driver is putting his faith in the cars autopilot system and believes it to be safe.,2,,,,,,,,2,,3,,32,4,,1,65,5f31bbe840a5c90e5a9a7b68,FL_35,frame1_info3|resp_software1|liable_firm1|resp_human1|liable_human1|liab_text1,
3/5/23 20:03,3/5/23 20:15,0,104.139.60.85,100,746,1,3/5/23 20:15,R_pitwDyAbnBNyfDP,,,,,35.2137,-81.122,anonymous,EN,1,5e03f8517f08edece67a3137,2,2,1,4,,,,,,,,4,15,61,15,55,The person should be paying attention for signs,1,1,,4,,34,6,,1,60,5e03f8517f08edece67a3137,FL_36,,frame2_info3|liab_firm2|liab_human2|resp_software2|resp_human2|liab_text2
3/5/23 20:00,3/5/23 20:16,0,174.106.144.160,100,967,1,3/5/23 20:16,R_25MBtrE8oZ9ThH3,,,,,34.5446,-77.9402,anonymous,EN,1,5d54d5d907e8740018e56545,2,2,2,4,5,100,100,90,100,"I think the driver is primarily responsible for the accident but if the car was on autopilot and the autopilot failed to stop at the stop sign, the company that created the autopilot system installed in the car has to have some responsibility as well. Otherwise, how could anyone ever trust the autopilot system? ",2,,,,,,,,2,,3,,58,3,,1,20,5d54d5d907e8740018e56545,FL_35,frame1_info3|resp_human1|liable_human1|resp_software1|liable_firm1|liab_text1,
3/5/23 20:09,3/5/23 20:16,0,73.77.230.94,100,393,1,3/5/23 20:16,R_2q1ohOypPPNOZX9,,,,,29.7969,-95.3281,anonymous,EN,1,5d730aab6b4b16001ab9699e,2,2,2,4,,,,,,,,6,68,30,74,30,"I feel like the company is responsible in some ways because the car is made to know when to stop but it's a computer, so humans still need to be aware. ",1,2,,1,,31,3,,1,51,5d730aab6b4b16001ab9699e,FL_36,,frame2_info3|liab_human2|resp_human2|resp_software2|liab_firm2|liab_text2
3/5/23 19:59,3/5/23 20:33,0,76.174.146.162,100,2035,1,3/5/23 20:33,R_2VybMNzTqiZhC3r,,,,,34.1712,-118.5186,anonymous,EN,1,5c2beaf6da51990001e3cd42,2,2,2,4,4,63,79,59,92,"I think the human driver is more liable since he is the one controlling the car ultimately.  If danger presents itself, it's still his job to take control and not get into a crash.",2,,,,,,,,1,,3,,18,1,,2,65,5c2beaf6da51990001e3cd42,FL_35,frame1_info3|liable_human1|liable_firm1|resp_human1|resp_software1|liab_text1,
3/5/23 20:30,3/5/23 20:37,0,174.247.252.213,100,426,1,3/5/23 20:37,R_3JgCZI0tIzr5i2G,,,,,34.7448,-92.2883,anonymous,EN,1,60da85dbae74ca4d3619b17c,2,2,2,2,,,,,,,,4,72,97,70,78,I feel like both are equally liable for it. I could never fully trust a co pilot like that,4,1,,3,,47,3,,1,17,60da85dbae74ca4d3619b17c,FL_36,,frame2_info3|resp_human2|liab_human2|liab_firm2|resp_software2|liab_text2
3/5/23 20:10,3/5/23 20:47,0,99.52.167.253,100,2243,1,3/5/23 20:47,R_elnuywD7mPP0Qwx,,,,,33.1177,-96.6791,anonymous,EN,1,5a7dfc2c5292b8000122bd74,2,2,2,4,6,100,100,90,90,"I think both are at fault. The product failed, but the human should have been careful",3,,,,,,,,1,,2,,37,4,,1,38,5a7dfc2c5292b8000122bd74,FL_35,frame1_info3|resp_software1|resp_human1|liable_firm1|liable_human1|liab_text1,
3/6/23 8:34,3/6/23 8:37,0,73.139.21.221,100,173,1,3/6/23 8:37,R_r9kxfxghn3N2gGR,,,,,26.2681,-80.2092,anonymous,EN,1,63f77b7e3fb0c5a672bffb30,2,1,2,4,3,19,71,39,71,'Self-driving' cars still require a human to monitor the driving environment. Therefore the human as a responsibility to do so.,4,,,,,,,,1,,1,,21,4,,1,19,63f77b7e3fb0c5a672bffb30,FL_35,frame1_info3|resp_software1|resp_human1|liable_human1|liable_firm1|liab_text1,
3/6/23 8:34,3/6/23 8:37,0,67.190.34.125,100,204,1,3/6/23 8:37,R_3MGcP5bJTtj9FPW,,,,,39.7067,-104.9694,anonymous,EN,1,630814cd5bc4b17afd65d786,2,2,2,4,3,80,100,80,100,"Well, if I'm on autopilot, I assume the car is driving.  However, looking at your phone while behind the wheel of the car should be a capital offense, so I'm torn.",2,,,,,,,,1,,3,,41,4,,1,10,630814cd5bc4b17afd65d786,FL_35,frame1_info3|resp_software1|liable_human1|liable_firm1|resp_human1|liab_text1,
3/6/23 8:35,3/6/23 8:37,0,70.21.15.93,100,152,1,3/6/23 8:37,R_8j1IvGSuz2vFSz7,,,,,39.0828,-77.1674,anonymous,EN,1,5fdc17ec1f2ef91542d363f3,2,2,2,4,,,,,,,,3,51,91,50,89,The human chooses to rely on the copilot system. The human was distracted. ,4,1,,2,,39,5,,1,50,5fdc17ec1f2ef91542d363f3,FL_36,,frame2_info3|resp_software2|resp_human2|liab_firm2|liab_human2|liab_text2
